"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.091654,0.10739,0,-0.066038,1,0.658,0.5,0.658,1
-0.090533,0.10755,0,-0.066187,1,0.659,0.5,0.659,1
-0.089412,0.10771,0,-0.066337,1,0.66,0.5,0.66,1
-0.088292,0.10787,0,-0.066486,1,0.661,0.5,0.661,1
-0.087171,0.10803,0,-0.066636,1,0.662,0.5,0.662,1
-0.08605,0.10818,0,-0.066785,1,0.663,0.5,0.663,1
-0.084929,0.10834,0,-0.066935,1,0.664,0.5,0.664,1
-0.083809,0.1085,0,-0.067085,1,0.665,0.5,0.665,1
-0.082688,0.10866,0,-0.067234,1,0.666,0.5,0.666,1
-0.081567,0.10882,0,-0.067384,1,0.667,0.5,0.667,1
-0.080446,0.10898,0,-0.067533,1,0.668,0.5,0.668,1
-0.079326,0.10914,0,-0.067683,1,0.669,0.5,0.669,1
-0.078205,0.1093,0,-0.067832,1,0.67,0.5,0.67,1
-0.077084,0.10945,0,-0.067982,1,0.671,0.5,0.671,1
-0.075963,0.10961,0,-0.068131,1,0.672,0.5,0.672,1
-0.074843,0.10977,0,-0.068281,1,0.673,0.5,0.673,1
-0.073722,0.10993,0,-0.06843,1,0.674,0.5,0.674,1
-0.072601,0.11009,0,-0.06858,1,0.675,0.5,0.675,1
-0.07148,0.11025,0,-0.068729,1,0.676,0.5,0.676,1
-0.070359,0.11041,0,-0.068879,1,0.677,0.5,0.677,1
-0.069239,0.11057,0,-0.069028,1,0.678,0.5,0.678,1
-0.068118,0.11073,0,-0.069178,1,0.679,0.5,0.679,1
-0.066997,0.11088,0,-0.069327,1,0.68,0.5,0.68,1
-0.065876,0.11104,0,-0.069477,1,0.681,0.5,0.681,1
-0.064756,0.1112,0,-0.069627,1,0.682,0.5,0.682,1
-0.063635,0.11136,0,-0.069776,1,0.683,0.5,0.683,1
-0.062514,0.11152,0,-0.069926,1,0.684,0.5,0.684,1
-0.061393,0.11168,0,-0.070075,1,0.685,0.5,0.685,1
-0.060273,0.11184,0,-0.070225,1,0.686,0.5,0.686,1
-0.059152,0.112,0,-0.070374,1,0.687,0.5,0.687,1
-0.058031,0.11215,0,-0.070524,1,0.688,0.5,0.688,1
-0.05691,0.11231,0,-0.070673,1,0.689,0.5,0.689,1
-0.05579,0.11247,0,-0.070823,1,0.69,0.5,0.69,1
-0.054669,0.11263,0,-0.070972,1,0.691,0.5,0.691,1
-0.053548,0.11279,0,-0.071122,1,0.692,0.5,0.692,1
-0.052427,0.11295,0,-0.071271,1,0.693,0.5,0.693,1
-0.051307,0.11311,0,-0.071421,1,0.694,0.5,0.694,1
-0.050186,0.11327,0,-0.07157,1,0.695,0.5,0.695,1
-0.049065,0.11342,0,-0.07172,1,0.696,0.5,0.696,1
-0.047944,0.11358,0,-0.07187,1,0.697,0.5,0.697,1
-0.046823,0.11374,0,-0.072019,1,0.698,0.5,0.698,1
-0.045703,0.1139,0,-0.072169,1,0.699,0.5,0.699,1
-0.044582,0.11406,0,-0.072318,1,0.7,0.5,0.7,1
-0.043227,0.11405,0,-0.0724,1,0.701,0.5,0.701,1
-0.041872,0.11404,0,-0.072482,1,0.702,0.5,0.702,1
-0.040517,0.11403,0,-0.072564,1,0.703,0.5,0.703,1
-0.039162,0.11403,0,-0.072645,1,0.704,0.5,0.704,1
-0.037807,0.11402,0,-0.072727,1,0.705,0.5,0.705,1
-0.036452,0.11401,0,-0.072809,1,0.706,0.5,0.706,1
-0.035097,0.114,0,-0.072891,1,0.707,0.5,0.707,1
-0.033742,0.11399,0,-0.072973,1,0.708,0.5,0.708,1
-0.032387,0.11398,0,-0.073054,1,0.709,0.5,0.709,1
-0.031032,0.11397,0,-0.073136,1,0.71,0.5,0.71,1
-0.029677,0.11397,0,-0.073218,1,0.711,0.5,0.711,1
-0.028322,0.11396,0,-0.0733,1,0.712,0.5,0.712,1
-0.026967,0.11395,0,-0.073382,1,0.713,0.5,0.713,1
-0.025612,0.11394,0,-0.073464,1,0.714,0.5,0.714,1
-0.024257,0.11393,0,-0.073545,1,0.715,0.5,0.715,1
-0.022902,0.11392,0,-0.073627,1,0.716,0.5,0.716,1
-0.021547,0.11392,0,-0.073709,1,0.717,0.5,0.717,1
-0.020192,0.11391,0,-0.073791,1,0.718,0.5,0.718,1
-0.018837,0.1139,0,-0.073873,1,0.719,0.5,0.719,1
-0.017481,0.11389,0,-0.073954,1,0.72,0.5,0.72,1
-0.016126,0.11388,0,-0.074036,1,0.721,0.5,0.721,1
-0.014771,0.11387,0,-0.074118,1,0.722,0.5,0.722,1
-0.013416,0.11386,0,-0.0742,1,0.723,0.5,0.723,1
-0.012061,0.11386,0,-0.074282,1,0.724,0.5,0.724,1
-0.010706,0.11385,0,-0.074364,1,0.725,0.5,0.725,1
-0.0093513,0.11384,0,-0.074445,1,0.726,0.5,0.726,1
-0.0079963,0.11383,0,-0.074527,1,0.727,0.5,0.727,1
-0.0066413,0.11382,0,-0.074609,1,0.728,0.5,0.728,1
-0.0052863,0.11381,0,-0.074691,1,0.729,0.5,0.729,1
-0.0039312,0.11381,0,-0.074773,1,0.73,0.5,0.73,1
-0.0025762,0.1138,0,-0.074854,1,0.731,0.5,0.731,1
-0.0012212,0.11379,0,-0.074936,1,0.732,0.5,0.732,1
0.00013379,0.11378,0,-0.075018,1,0.733,0.5,0.733,1
0.0014889,0.11377,0,-0.0751,1,0.734,0.5,0.734,1
0.0028439,0.11376,0,-0.075182,1,0.735,0.5,0.735,1
0.0041989,0.11375,0,-0.075263,1,0.736,0.5,0.736,1
0.0055539,0.11375,0,-0.075345,1,0.737,0.5,0.737,1
0.0069089,0.11374,0,-0.075427,1,0.738,0.5,0.738,1
0.008264,0.11373,0,-0.075509,1,0.739,0.5,0.739,1
0.009619,0.11372,0,-0.075591,1,0.74,0.5,0.74,1
0.010974,0.11371,0,-0.075673,1,0.741,0.5,0.741,1
0.012329,0.1137,0,-0.075754,1,0.742,0.5,0.742,1
0.013684,0.11369,0,-0.075836,1,0.743,0.5,0.743,1
0.015039,0.11369,0,-0.075918,1,0.744,0.5,0.744,1
0.016394,0.11368,0,-0.076,1,0.745,0.5,0.745,1
0.017749,0.11367,0,-0.076082,1,0.746,0.5,0.746,1
0.019104,0.11366,0,-0.076163,1,0.747,0.5,0.747,1
0.020459,0.11365,0,-0.076245,1,0.748,0.5,0.748,1
0.021814,0.11364,0,-0.076327,1,0.749,0.5,0.749,1
0.023169,0.11364,0,-0.076409,1,0.75,0.5,0.75,1
0.024857,0.11342,0,-0.076417,1,0.751,0.5,0.751,1
0.026545,0.1132,0,-0.076424,1,0.752,0.5,0.752,1
0.028233,0.11298,0,-0.076432,1,0.753,0.5,0.753,1
0.029921,0.11276,0,-0.07644,1,0.754,0.5,0.754,1
0.031609,0.11255,0,-0.076447,1,0.755,0.5,0.755,1
0.033297,0.11233,0,-0.076455,1,0.756,0.5,0.756,1
0.034985,0.11211,0,-0.076463,1,0.757,0.5,0.757,1
0.036673,0.11189,0,-0.07647,1,0.758,0.5,0.758,1
0.038361,0.11167,0,-0.076478,1,0.759,0.5,0.759,1
0.040049,0.11146,0,-0.076486,1,0.76,0.5,0.76,1
0.041737,0.11124,0,-0.076493,1,0.761,0.5,0.761,1
0.043425,0.11102,0,-0.076501,1,0.762,0.5,0.762,1
0.045113,0.1108,0,-0.076509,1,0.763,0.5,0.763,1
0.046801,0.11058,0,-0.076516,1,0.764,0.5,0.764,1
0.048489,0.11037,0,-0.076524,1,0.765,0.5,0.765,1
0.050177,0.11015,0,-0.076532,1,0.766,0.5,0.766,1
0.051865,0.10993,0,-0.076539,1,0.767,0.5,0.767,1
0.053553,0.10971,0,-0.076547,1,0.768,0.5,0.768,1
0.055241,0.10949,0,-0.076555,1,0.769,0.5,0.769,1
0.056929,0.10928,0,-0.076562,1,0.77,0.5,0.77,1
0.058617,0.10906,0,-0.07657,1,0.771,0.5,0.771,1
0.060305,0.10884,0,-0.076578,1,0.772,0.5,0.772,1
0.061993,0.10862,0,-0.076585,1,0.773,0.5,0.773,1
0.063681,0.1084,0,-0.076593,1,0.774,0.5,0.774,1
0.065369,0.10819,0,-0.076601,1,0.775,0.5,0.775,1
0.067057,0.10797,0,-0.076608,1,0.776,0.5,0.776,1
0.068745,0.10775,0,-0.076616,1,0.777,0.5,0.777,1
0.070432,0.10753,0,-0.076624,1,0.778,0.5,0.778,1
0.07212,0.10731,0,-0.076631,1,0.779,0.5,0.779,1
0.073808,0.1071,0,-0.076639,1,0.78,0.5,0.78,1
0.075496,0.10688,0,-0.076647,1,0.781,0.5,0.781,1
0.077184,0.10666,0,-0.076654,1,0.782,0.5,0.782,1
0.078872,0.10644,0,-0.076662,1,0.783,0.5,0.783,1
0.08056,0.10622,0,-0.07667,1,0.784,0.5,0.784,1
0.082248,0.10601,0,-0.076677,1,0.785,0.5,0.785,1
0.083936,0.10579,0,-0.076685,1,0.786,0.5,0.786,1
0.085624,0.10557,0,-0.076693,1,0.787,0.5,0.787,1
0.087312,0.10535,0,-0.0767,1,0.788,0.5,0.788,1
0.089,0.10513,0,-0.076708,1,0.789,0.5,0.789,1
0.090688,0.10491,0,-0.076716,1,0.79,0.5,0.79,1
0.092376,0.1047,0,-0.076724,1,0.791,0.5,0.791,1
0.094064,0.10448,0,-0.076731,1,0.792,0.5,0.792,1
0.095752,0.10426,0,-0.076739,1,0.793,0.5,0.793,1
0.09744,0.10404,0,-0.076747,1,0.794,0.5,0.794,1
0.099128,0.10382,0,-0.076754,1,0.795,0.5,0.795,1
0.10082,0.10361,0,-0.076762,1,0.796,0.5,0.796,1
0.1025,0.10339,0,-0.07677,1,0.797,0.5,0.797,1
0.10419,0.10317,0,-0.076777,1,0.798,0.5,0.798,1
0.10588,0.10295,0,-0.076785,1,0.799,0.5,0.799,1
0.10757,0.10273,0,-0.076793,1,0.8,0.5,0.8,1
0.10989,0.10229,0,-0.07673,1,0.801,0.5,0.801,1
0.11221,0.10184,0,-0.076667,1,0.802,0.5,0.802,1
0.11454,0.10139,0,-0.076604,1,0.803,0.5,0.803,1
0.11686,0.10095,0,-0.076541,1,0.804,0.5,0.804,1
0.11918,0.1005,0,-0.076478,1,0.805,0.5,0.805,1
0.1215,0.10005,0,-0.076415,1,0.806,0.5,0.806,1
0.12383,0.099607,0,-0.076352,1,0.807,0.5,0.807,1
0.12615,0.099161,0,-0.076289,1,0.808,0.5,0.808,1
0.12847,0.098714,0,-0.076227,1,0.809,0.5,0.809,1
0.1308,0.098267,0,-0.076164,1,0.81,0.5,0.81,1
0.13312,0.09782,0,-0.076101,1,0.811,0.5,0.811,1
0.13544,0.097374,0,-0.076038,1,0.812,0.5,0.812,1
0.13776,0.096927,0,-0.075975,1,0.813,0.5,0.813,1
0.14009,0.09648,0,-0.075912,1,0.814,0.5,0.814,1
0.14241,0.096033,0,-0.075849,1,0.815,0.5,0.815,1
0.14473,0.095587,0,-0.075786,1,0.816,0.5,0.816,1
0.14705,0.09514,0,-0.075723,1,0.817,0.5,0.817,1
0.14938,0.094693,0,-0.07566,1,0.818,0.5,0.818,1
0.1517,0.094246,0,-0.075598,1,0.819,0.5,0.819,1
0.15402,0.093799,0,-0.075535,1,0.82,0.5,0.82,1
0.15635,0.093353,0,-0.075472,1,0.821,0.5,0.821,1
0.15867,0.092906,0,-0.075409,1,0.822,0.5,0.822,1
0.16099,0.092459,0,-0.075346,1,0.823,0.5,0.823,1
0.16331,0.092012,0,-0.075283,1,0.824,0.5,0.824,1
0.16564,0.091566,0,-0.07522,1,0.825,0.5,0.825,1
0.16796,0.091119,0,-0.075157,1,0.826,0.5,0.826,1
0.17028,0.090672,0,-0.075094,1,0.827,0.5,0.827,1
0.1726,0.090225,0,-0.075032,1,0.828,0.5,0.828,1
0.17493,0.089779,0,-0.074969,1,0.829,0.5,0.829,1
0.17725,0.089332,0,-0.074906,1,0.83,0.5,0.83,1
0.17957,0.088885,0,-0.074843,1,0.831,0.5,0.831,1
0.1819,0.088438,0,-0.07478,1,0.832,0.5,0.832,1
0.18422,0.087991,0,-0.074717,1,0.833,0.5,0.833,1
0.18654,0.087545,0,-0.074654,1,0.834,0.5,0.834,1
0.18886,0.087098,0,-0.074591,1,0.835,0.5,0.835,1
0.19119,0.086651,0,-0.074528,1,0.836,0.5,0.836,1
0.19351,0.086204,0,-0.074466,1,0.837,0.5,0.837,1
0.19583,0.085758,0,-0.074403,1,0.838,0.5,0.838,1
0.19815,0.085311,0,-0.07434,1,0.839,0.5,0.839,1
0.20048,0.084864,0,-0.074277,1,0.84,0.5,0.84,1
0.2028,0.084417,0,-0.074214,1,0.841,0.5,0.841,1
0.20512,0.08397,0,-0.074151,1,0.842,0.5,0.842,1
0.20745,0.083524,0,-0.074088,1,0.843,0.5,0.843,1
0.20977,0.083077,0,-0.074025,1,0.844,0.5,0.844,1
0.21209,0.08263,0,-0.073962,1,0.845,0.5,0.845,1
0.21441,0.082183,0,-0.073899,1,0.846,0.5,0.846,1
0.21674,0.081737,0,-0.073837,1,0.847,0.5,0.847,1
0.21906,0.08129,0,-0.073774,1,0.848,0.5,0.848,1
0.22138,0.080843,0,-0.073711,1,0.849,0.5,0.849,1
0.22371,0.080396,0,-0.073648,1,0.85,0.5,0.85,1
0.22721,0.079773,0,-0.073525,1,0.851,0.5,0.851,1
0.23072,0.07915,0,-0.073401,1,0.852,0.5,0.852,1
0.23423,0.078526,0,-0.073278,1,0.853,0.5,0.853,1
0.23773,0.077903,0,-0.073155,1,0.854,0.5,0.854,1
0.24124,0.07728,0,-0.073031,1,0.855,0.5,0.855,1
0.24475,0.076657,0,-0.072908,1,0.856,0.5,0.856,1
0.24825,0.076033,0,-0.072785,1,0.857,0.5,0.857,1
0.25176,0.07541,0,-0.072661,1,0.858,0.5,0.858,1
0.25527,0.074787,0,-0.072538,1,0.859,0.5,0.859,1
0.25877,0.074163,0,-0.072415,1,0.86,0.5,0.86,1
0.26228,0.07354,0,-0.072291,1,0.861,0.5,0.861,1
0.26579,0.072917,0,-0.072168,1,0.862,0.5,0.862,1
0.2693,0.072294,0,-0.072045,1,0.863,0.5,0.863,1
0.2728,0.07167,0,-0.071921,1,0.864,0.5,0.864,1
0.27631,0.071047,0,-0.071798,1,0.865,0.5,0.865,1
0.27982,0.070424,0,-0.071675,1,0.866,0.5,0.866,1
0.28332,0.069801,0,-0.071551,1,0.867,0.5,0.867,1
0.28683,0.069177,0,-0.071428,1,0.868,0.5,0.868,1
0.29034,0.068554,0,-0.071305,1,0.869,0.5,0.869,1
0.29384,0.067931,0,-0.071181,1,0.87,0.5,0.87,1
0.29735,0.067307,0,-0.071058,1,0.871,0.5,0.871,1
0.30086,0.066684,0,-0.070935,1,0.872,0.5,0.872,1
0.30437,0.066061,0,-0.070811,1,0.873,0.5,0.873,1
0.30787,0.065438,0,-0.070688,1,0.874,0.5,0.874,1
0.31138,0.064814,0,-0.070565,1,0.875,0.5,0.875,1
0.31489,0.064191,0,-0.070441,1,0.876,0.5,0.876,1
0.31839,0.063568,0,-0.070318,1,0.877,0.5,0.877,1
0.3219,0.062944,0,-0.070195,1,0.878,0.5,0.878,1
0.32541,0.062321,0,-0.070071,1,0.879,0.5,0.879,1
0.32891,0.061698,0,-0.069948,1,0.88,0.5,0.88,1
0.33242,0.061075,0,-0.069825,1,0.881,0.5,0.881,1
0.33593,0.060451,0,-0.069701,1,0.882,0.5,0.882,1
0.33944,0.059828,0,-0.069578,1,0.883,0.5,0.883,1
0.34294,0.059205,0,-0.069455,1,0.884,0.5,0.884,1
0.34645,0.058581,0,-0.069331,1,0.885,0.5,0.885,1
0.34996,0.057958,0,-0.069208,1,0.886,0.5,0.886,1
0.35346,0.057335,0,-0.069085,1,0.887,0.5,0.887,1
0.35697,0.056712,0,-0.068961,1,0.888,0.5,0.888,1
0.36048,0.056088,0,-0.068838,1,0.889,0.5,0.889,1
0.36398,0.055465,0,-0.068715,1,0.89,0.5,0.89,1
0.36749,0.054842,0,-0.068591,1,0.891,0.5,0.891,1
0.371,0.054218,0,-0.068468,1,0.892,0.5,0.892,1
0.37451,0.053595,0,-0.068345,1,0.893,0.5,0.893,1
0.37801,0.052972,0,-0.068221,1,0.894,0.5,0.894,1
0.38152,0.052349,0,-0.068098,1,0.895,0.5,0.895,1
0.38503,0.051725,0,-0.067975,1,0.896,0.5,0.896,1
0.38853,0.051102,0,-0.067851,1,0.897,0.5,0.897,1
0.39204,0.050479,0,-0.067728,1,0.898,0.5,0.898,1
0.39555,0.049855,0,-0.067605,1,0.899,0.5,0.899,1
0.39905,0.049232,0,-0.067481,1,0.9,0.5,0.9,1
0.4043,0.048601,0,-0.067331,1,0.901,0.5,0.901,1
0.40955,0.047971,0,-0.06718,1,0.902,0.5,0.902,1
0.4148,0.04734,0,-0.06703,1,0.903,0.5,0.903,1
0.42005,0.046709,0,-0.066879,1,0.904,0.5,0.904,1
0.4253,0.046078,0,-0.066729,1,0.905,0.5,0.905,1
0.43055,0.045448,0,-0.066578,1,0.906,0.5,0.906,1
0.43579,0.044817,0,-0.066428,1,0.907,0.5,0.907,1
0.44104,0.044186,0,-0.066278,1,0.908,0.5,0.908,1
0.44629,0.043555,0,-0.066127,1,0.909,0.5,0.909,1
0.45154,0.042925,0,-0.065977,1,0.91,0.5,0.91,1
0.45679,0.042294,0,-0.065826,1,0.911,0.5,0.911,1
0.46204,0.041663,0,-0.065676,1,0.912,0.5,0.912,1
0.46728,0.041032,0,-0.065525,1,0.913,0.5,0.913,1
0.47253,0.040402,0,-0.065375,1,0.914,0.5,0.914,1
0.47778,0.039771,0,-0.065224,1,0.915,0.5,0.915,1
0.48303,0.03914,0,-0.065074,1,0.916,0.5,0.916,1
0.48828,0.038509,0,-0.064923,1,0.917,0.5,0.917,1
0.49353,0.037878,0,-0.064773,1,0.918,0.5,0.918,1
0.49878,0.037248,0,-0.064622,1,0.919,0.5,0.919,1
0.50402,0.036617,0,-0.064472,1,0.92,0.5,0.92,1
0.50927,0.035986,0,-0.064321,1,0.921,0.5,0.921,1
0.51452,0.035355,0,-0.064171,1,0.922,0.5,0.922,1
0.51977,0.034725,0,-0.06402,1,0.923,0.5,0.923,1
0.52502,0.034094,0,-0.06387,1,0.924,0.5,0.924,1
0.53027,0.033463,0,-0.063719,1,0.925,0.5,0.925,1
0.53551,0.032832,0,-0.063569,1,0.926,0.5,0.926,1
0.54076,0.032202,0,-0.063419,1,0.927,0.5,0.927,1
0.54601,0.031571,0,-0.063268,1,0.928,0.5,0.928,1
0.55126,0.03094,0,-0.063118,1,0.929,0.5,0.929,1
0.55651,0.030309,0,-0.062967,1,0.93,0.5,0.93,1
0.56176,0.029679,0,-0.062817,1,0.931,0.5,0.931,1
0.56701,0.029048,0,-0.062666,1,0.932,0.5,0.932,1
0.57225,0.028417,0,-0.062516,1,0.933,0.5,0.933,1
0.5775,0.027786,0,-0.062365,1,0.934,0.5,0.934,1
0.58275,0.027155,0,-0.062215,1,0.935,0.5,0.935,1
0.588,0.026525,0,-0.062064,1,0.936,0.5,0.936,1
0.59325,0.025894,0,-0.061914,1,0.937,0.5,0.937,1
0.5985,0.025263,0,-0.061763,1,0.938,0.5,0.938,1
0.60375,0.024632,0,-0.061613,1,0.939,0.5,0.939,1
0.60899,0.024002,0,-0.061462,1,0.94,0.5,0.94,1
0.61424,0.023371,0,-0.061312,1,0.941,0.5,0.941,1
0.61949,0.02274,0,-0.061161,1,0.942,0.5,0.942,1
0.62474,0.022109,0,-0.061011,1,0.943,0.5,0.943,1
0.62999,0.021479,0,-0.06086,1,0.944,0.5,0.944,1
0.63524,0.020848,0,-0.06071,1,0.945,0.5,0.945,1
0.64048,0.020217,0,-0.06056,1,0.946,0.5,0.946,1
0.64573,0.019586,0,-0.060409,1,0.947,0.5,0.947,1
0.65098,0.018956,0,-0.060259,1,0.948,0.5,0.948,1
0.65623,0.018325,0,-0.060108,1,0.949,0.5,0.949,1
0.66148,0.017694,0,-0.059958,1,0.95,0.5,0.95,1
0.66825,0.01734,0,-0.059882,1,0.951,0.5,0.951,1
0.67502,0.016986,0,-0.059807,1,0.952,0.5,0.952,1
0.68179,0.016632,0,-0.059732,1,0.953,0.5,0.953,1
0.68856,0.016279,0,-0.059657,1,0.954,0.5,0.954,1
0.69533,0.015925,0,-0.059581,1,0.955,0.5,0.955,1
0.7021,0.015571,0,-0.059506,1,0.956,0.5,0.956,1
0.70887,0.015217,0,-0.059431,1,0.957,0.5,0.957,1
0.71564,0.014863,0,-0.059356,1,0.958,0.5,0.958,1
0.72241,0.014509,0,-0.05928,1,0.959,0.5,0.959,1
0.72918,0.014155,0,-0.059205,1,0.96,0.5,0.96,1
0.73595,0.013801,0,-0.05913,1,0.961,0.5,0.961,1
0.74272,0.013447,0,-0.059055,1,0.962,0.5,0.962,1
0.74949,0.013094,0,-0.058979,1,0.963,0.5,0.963,1
0.75626,0.01274,0,-0.058904,1,0.964,0.5,0.964,1
0.76303,0.012386,0,-0.058829,1,0.965,0.5,0.965,1
0.76981,0.012032,0,-0.058754,1,0.966,0.5,0.966,1
0.77658,0.011678,0,-0.058678,1,0.967,0.5,0.967,1
0.78335,0.011324,0,-0.058603,1,0.968,0.5,0.968,1
0.79012,0.01097,0,-0.058528,1,0.969,0.5,0.969,1
0.79689,0.010616,0,-0.058452,1,0.97,0.5,0.97,1
0.80366,0.010263,0,-0.058377,1,0.971,0.5,0.971,1
0.81043,0.0099087,0,-0.058302,1,0.972,0.5,0.972,1
0.8172,0.0095548,0,-0.058227,1,0.973,0.5,0.973,1
0.82397,0.0092009,0,-0.058151,1,0.974,0.5,0.974,1
0.83074,0.008847,0,-0.058076,1,0.975,0.5,0.975,1
0.83751,0.0084932,0,-0.058001,1,0.976,0.5,0.976,1
0.84428,0.0081393,0,-0.057926,1,0.977,0.5,0.977,1
0.85105,0.0077854,0,-0.05785,1,0.978,0.5,0.978,1
0.85782,0.0074315,0,-0.057775,1,0.979,0.5,0.979,1
0.86459,0.0070776,0,-0.0577,1,0.98,0.5,0.98,1
0.87136,0.0067237,0,-0.057625,1,0.981,0.5,0.981,1
0.87813,0.0063699,0,-0.057549,1,0.982,0.5,0.982,1
0.8849,0.006016,0,-0.057474,1,0.983,0.5,0.983,1
0.89167,0.0056621,0,-0.057399,1,0.984,0.5,0.984,1
0.89844,0.0053082,0,-0.057324,1,0.985,0.5,0.985,1
0.90521,0.0049543,0,-0.057248,1,0.986,0.5,0.986,1
0.91198,0.0046005,0,-0.057173,1,0.987,0.5,0.987,1
0.91875,0.0042466,0,-0.057098,1,0.988,0.5,0.988,1
0.92553,0.0038927,0,-0.057023,1,0.989,0.5,0.989,1
0.9323,0.0035388,0,-0.056947,1,0.99,0.5,0.99,1
0.93907,0.0031849,0,-0.056872,1,0.991,0.5,0.991,1
0.94584,0.0028311,0,-0.056797,1,0.992,0.5,0.992,1
0.95261,0.0024772,0,-0.056722,1,0.993,0.5,0.993,1
0.95938,0.0021233,0,-0.056646,1,0.994,0.5,0.994,1
0.96615,0.0017694,0,-0.056571,1,0.995,0.5,0.995,1
0.97292,0.0014155,0,-0.056496,1,0.996,0.5,0.996,1
0.97969,0.0010617,0,-0.056421,1,0.997,0.5,0.997,1
0.98646,0.00070775,0,-0.056345,1,0.998,0.5,0.998,1
0.99323,0.00035388,0,-0.05627,1,0.999,0.5,0.999,1
1,0,0,-0.056195,1,1,0.5,1,1
